Hour,Average,Week
2024-07-22 17:00:00,539.7722679818096,Week 28 a 31
2024-07-22 18:00:00,541.8775523404562,Week 28 a 31
2024-07-22 19:00:00,543.6926721283126,Week 28 a 31
2024-07-22 20:00:00,545.1852535577857,Week 28 a 31
2024-07-22 21:00:00,546.864737832781,Week 28 a 31
2024-07-22 22:00:00,549.0730123395059,Week 28 a 31
2024-07-22 23:00:00,551.0942500659768,Week 28 a 31
2024-07-23 00:00:00,552.6852304760394,Week 28 a 31
2024-07-23 01:00:00,552.9316106430708,Week 28 a 31
2024-07-23 02:00:00,554.1470949825887,Week 28 a 31
2024-07-23 03:00:00,554.994403237602,Week 28 a 31
2024-07-23 04:00:00,557.7927228153949,Week 28 a 31
2024-07-23 05:00:00,559.3485890761607,Week 28 a 31
2024-07-23 06:00:00,561.1291483152858,Week 28 a 31
2024-07-23 07:00:00,562.8879518269048,Week 28 a 31
2024-07-23 08:00:00,564.6763697065179,Week 28 a 31
2024-07-23 09:00:00,566.656987254375,Week 28 a 31
2024-07-23 10:00:00,568.4188888648982,Week 28 a 31
2024-07-23 11:00:00,569.9206026434822,Week 28 a 31
2024-07-23 12:00:00,571.7951939469642,Week 28 a 31
2024-07-23 13:00:00,573.9105100379762,Week 28 a 31
2024-07-23 14:00:00,576.2141944730952,Week 28 a 31
2024-07-23 15:00:00,578.7042997210667,Week 28 a 31
2024-07-23 16:00:00,580.847087303244,Week 28 a 31
2024-07-23 17:00:00,582.9720497942095,Week 28 a 31
2024-07-23 18:00:00,584.8724768866033,Week 28 a 31
2024-07-23 19:00:00,586.4401753408214,Week 28 a 31
2024-07-23 20:00:00,587.8182019372333,Week 28 a 31
2024-07-23 21:00:00,588.9466913721827,Week 28 a 31
2024-07-23 22:00:00,589.7216028589988,Week 28 a 31
2024-07-23 23:00:00,590.5581309304625,Week 28 a 31
2024-07-24 00:00:00,592.2010820183206,Week 28 a 31
2024-07-24 01:00:00,592.5735815468137,Week 28 a 31
2024-07-24 02:00:00,594.2733599635231,Week 28 a 31
2024-07-24 03:00:00,595.812451825634,Week 28 a 31
2024-07-24 04:00:00,597.5603908391935,Week 28 a 31
2024-07-24 05:00:00,599.3201478572417,Week 28 a 31
2024-07-24 06:00:00,601.1428932607821,Week 28 a 31
2024-07-24 07:00:00,602.9074005636251,Week 28 a 31
2024-07-24 08:00:00,604.9564494428453,Week 28 a 31
2024-07-24 09:00:00,607.1205152018869,Week 28 a 31
2024-07-24 10:00:00,609.5024443281512,Week 28 a 31
2024-07-24 11:00:00,614.016678336544,Week 28 a 31
2024-07-24 12:00:00,615.6655885082245,Week 28 a 31
2024-07-24 13:00:00,617.6875029277113,Week 28 a 31
2024-07-24 14:00:00,619.3104553697844,Week 28 a 31
2024-07-24 15:00:00,620.7283081433703,Week 28 a 31
2024-07-24 16:00:00,620.3456022944857,Week 28 a 31
2024-07-24 17:00:00,620.7472922669642,Week 28 a 31
2024-07-24 18:00:00,622.5096639260834,Week 28 a 31
2024-07-24 19:00:00,624.4237811593773,Week 28 a 31
2024-07-24 20:00:00,626.6012316775502,Week 28 a 31
2024-07-24 21:00:00,628.3091731733601,Week 28 a 31
2024-07-24 22:00:00,629.8735182863279,Week 28 a 31
2024-07-24 23:00:00,631.7047639642399,Week 28 a 31
2024-07-25 00:00:00,633.884367047756,Week 28 a 31
2024-07-25 01:00:00,634.00769110195,Week 28 a 31
2024-07-25 02:00:00,635.9406910730297,Week 28 a 31
2024-07-25 03:00:00,637.4110296070893,Week 28 a 31
2024-07-25 04:00:00,639.42694812325,Week 28 a 31
2024-07-25 05:00:00,641.4808708004583,Week 28 a 31
2024-07-25 06:00:00,643.5450646124583,Week 28 a 31
2024-07-25 07:00:00,645.6740524120119,Week 28 a 31
2024-07-25 08:00:00,647.8853575128988,Week 28 a 31
2024-07-25 09:00:00,650.1258998581905,Week 28 a 31
2024-07-25 10:00:00,652.6761827680298,Week 28 a 31
2024-07-25 11:00:00,657.5107235588333,Week 28 a 31
2024-07-25 12:00:00,658.957253644506,Week 28 a 31
2024-07-25 13:00:00,660.324080369506,Week 28 a 31
2024-07-25 14:00:00,662.0710047570893,Week 28 a 31
2024-07-25 15:00:00,664.0045002956589,Week 28 a 31
2024-07-25 16:00:00,665.3646897424827,Week 28 a 31
2024-07-25 17:00:00,667.0053966112238,Week 28 a 31
2024-07-25 18:00:00,669.2738569990954,Week 28 a 31
2024-07-25 19:00:00,671.4120141515733,Week 28 a 31
2024-07-25 20:00:00,672.9890648878052,Week 28 a 31
2024-07-25 21:00:00,674.0471318739822,Week 28 a 31
2024-07-25 22:00:00,675.558098751472,Week 28 a 31
2024-07-25 23:00:00,677.1061145405059,Week 28 a 31
2024-07-26 00:00:00,679.0851349587388,Week 28 a 31
2024-07-26 01:00:00,684.6516459348613,Week 28 a 31
2024-07-26 02:00:00,686.6756641688381,Week 28 a 31
2024-07-26 03:00:00,688.1917133304357,Week 28 a 31
2024-07-26 04:00:00,690.0468376278453,Week 28 a 31
2024-07-26 05:00:00,691.9075267372024,Week 28 a 31
2024-07-26 06:00:00,693.7323493035833,Week 28 a 31
2024-07-26 07:00:00,695.5526861197857,Week 28 a 31
2024-07-26 08:00:00,697.4403878857381,Week 28 a 31
2024-07-26 09:00:00,699.259638423964,Week 28 a 31
2024-07-28 00:00:00,762.3787627324226,Week 28 a 31
2024-07-28 01:00:00,762.0958104183393,Week 28 a 31
2024-07-28 02:00:00,763.8998957269642,Week 28 a 31
2024-07-28 03:00:00,765.3450834505463,Week 28 a 31
2024-07-28 04:00:00,766.7208930415786,Week 28 a 31
2024-07-28 05:00:00,768.1416264398089,Week 28 a 31
2024-07-28 06:00:00,770.165818519625,Week 28 a 31
2024-07-28 07:00:00,770.7396133156827,Week 28 a 31
2024-07-28 08:00:00,771.0557114075732,Week 28 a 31
2024-07-28 09:00:00,771.4991989751101,Week 28 a 31
2024-07-28 10:00:00,773.4978793729666,Week 28 a 31
2024-07-28 11:00:00,780.2199587080298,Week 28 a 31
2024-07-28 12:00:00,781.4107300611321,Week 28 a 31
2024-07-28 13:00:00,782.3628057057971,Week 28 a 31
2024-07-28 14:00:00,783.6107474750089,Week 28 a 31
2024-07-28 15:00:00,785.303839445566,Week 28 a 31
2024-07-28 16:00:00,787.7098691273095,Week 28 a 31
2024-07-28 17:00:00,788.4830541246541,Week 28 a 31
2024-07-28 18:00:00,791.5994803983451,Week 28 a 31
2024-07-28 19:00:00,790.2563894481827,Week 28 a 31
2024-07-28 20:00:00,791.3593508061851,Week 28 a 31
2024-07-28 21:00:00,792.4637289705947,Week 28 a 31
2024-07-28 22:00:00,793.9824420174738,Week 28 a 31
2024-07-28 23:00:00,794.8867201855738,Week 28 a 31
2024-07-29 00:00:00,796.3098461791697,Week 28 a 31
2024-07-29 01:00:00,804.6457542732905,Week 28 a 31
2024-07-29 02:00:00,806.8141616364887,Week 28 a 31
2024-07-29 03:00:00,807.889087587309,Week 28 a 31
2024-07-29 04:00:00,809.2452875869387,Week 28 a 31
2024-07-29 05:00:00,810.5564373078857,Week 28 a 31
2024-07-29 06:00:00,811.9756643002834,Week 28 a 31
2024-07-29 07:00:00,813.5928124703166,Week 28 a 31
2024-07-29 08:00:00,814.9243083364839,Week 28 a 31
2024-07-29 09:00:00,815.2073109954887,Week 28 a 31
2024-07-29 10:00:00,814.9911089069684,Week 28 a 31
2024-07-29 11:00:00,809.3366297396369,Week 28 a 31
2024-07-29 12:00:00,810.4059270500458,Week 28 a 31
2024-07-29 13:00:00,811.7912083016131,Week 28 a 31
2024-07-29 14:00:00,813.3484230837363,Week 28 a 31
2024-07-29 15:00:00,815.3587177874185,Week 28 a 31
2024-07-29 16:00:00,817.2486982128886,Week 28 a 31
2024-07-29 17:00:00,818.7562612463547,Week 28 a 31
2024-07-29 18:00:00,823.2962115334731,Week 28 a 31
2024-07-29 19:00:00,822.8381397019195,Week 28 a 31
2024-07-29 20:00:00,824.5172435719332,Week 28 a 31
2024-07-29 21:00:00,826.3887989779291,Week 28 a 31
2024-07-29 22:00:00,828.7920907029024,Week 28 a 31
2024-07-29 23:00:00,826.5270926156077,Week 28 a 31
2024-07-30 00:00:00,831.8428682070702,Week 28 a 31
2024-07-30 01:00:00,828.8885288498279,Week 28 a 31
2024-07-30 02:00:00,830.5385181276131,Week 28 a 31
2024-07-30 03:00:00,832.6949452218355,Week 28 a 31
2024-07-30 04:00:00,833.9441902661488,Week 28 a 31
2024-07-30 05:00:00,836.0729133109404,Week 28 a 31
2024-07-30 06:00:00,838.1559939440655,Week 28 a 31
2024-07-30 07:00:00,840.307092801363,Week 28 a 31
2024-07-30 08:00:00,842.4408557210833,Week 28 a 31
2024-07-30 09:00:00,844.7356942861607,Week 28 a 31
2024-07-30 10:00:00,847.3778921761726,Week 28 a 31
2024-07-30 11:00:00,853.677594055565,Week 28 a 31
2024-07-30 12:00:00,852.7622254731742,Week 28 a 31
2024-07-30 13:00:00,856.1631672853215,Week 28 a 31
2024-07-30 14:00:00,858.3732239043095,Week 28 a 31
2024-07-30 15:00:00,860.5948824016846,Week 28 a 31
2024-07-30 16:00:00,865.4105978549295,Week 28 a 31
2024-07-30 17:00:00,859.7435188760979,Week 28 a 31
2024-07-30 18:00:00,867.1428278484559,Week 28 a 31
2024-07-30 19:00:00,869.8457890617202,Week 28 a 31
2024-07-30 20:00:00,871.9352436928191,Week 28 a 31
2024-07-30 21:00:00,873.3022178041892,Week 28 a 31
2024-07-30 22:00:00,875.126384441525,Week 28 a 31
2024-07-30 23:00:00,877.6149858334196,Week 28 a 31
2024-07-31 00:00:00,879.6094417249144,Week 28 a 31
2024-07-31 01:00:00,880.9182239523041,Week 28 a 31
2024-07-31 02:00:00,882.4309995038215,Week 28 a 31
2024-07-31 03:00:00,884.2307215078386,Week 28 a 31
2024-07-31 04:00:00,886.3306660311392,Week 28 a 31
2024-07-31 05:00:00,888.3581979327917,Week 28 a 31
2024-07-31 06:00:00,890.3547835176786,Week 28 a 31
2024-07-31 07:00:00,892.4894201530536,Week 28 a 31
2024-07-31 08:00:00,894.8295120457499,Week 28 a 31
2024-07-31 09:00:00,897.0191919781846,Week 28 a 31
2024-07-31 10:00:00,900.5436717554167,Week 28 a 31
2024-07-31 11:00:00,913.320310460369,Week 28 a 31
2024-07-31 12:00:00,912.6321686642156,Week 28 a 31
2024-07-31 13:00:00,916.6642373378024,Week 28 a 31
2024-07-31 14:00:00,918.3751443136364,Week 28 a 31
2024-07-31 15:00:00,920.0305835523392,Week 28 a 31
2024-07-31 16:00:00,917.8306302396464,Week 28 a 31
2024-07-31 17:00:00,921.3474965876876,Week 28 a 31
2024-07-31 18:00:00,921.9545823089574,Week 28 a 31
2024-07-31 19:00:00,923.0407766052286,Week 28 a 31
2024-07-31 20:00:00,924.4720185976322,Week 28 a 31
2024-07-31 21:00:00,926.2620598913188,Week 28 a 31
2024-07-31 22:00:00,927.8910929205298,Week 28 a 31
2024-07-31 23:00:00,929.1270202582596,Week 28 a 31
2024-08-01 00:00:00,930.7949948808922,Week 28 a 31
2024-08-01 01:00:00,934.212216681404,Week 28 a 31
2024-08-01 02:00:00,935.4820504247404,Week 28 a 31
2024-08-01 03:00:00,937.2786900598868,Week 28 a 31
2024-08-01 04:00:00,939.0809393852858,Week 28 a 31
2024-08-01 05:00:00,940.8780271452976,Week 28 a 31
2024-08-01 06:00:00,942.6524364281904,Week 28 a 31
2024-08-01 07:00:00,944.5111682155832,Week 28 a 31
2024-08-01 08:00:00,946.377482510893,Week 28 a 31
2024-08-01 09:00:00,948.3441100065714,Week 28 a 31
2024-08-01 10:00:00,949.3480011080178,Week 28 a 31
2024-08-01 11:00:00,944.998615710869,Week 28 a 31
2024-08-01 12:00:00,946.1268716337156,Week 28 a 31
2024-08-01 13:00:00,950.333366824841,Week 28 a 31
2024-08-01 14:00:00,945.5598148148558,Week 28 a 31
2024-08-01 15:00:00,950.5124121847934,Week 28 a 31
2024-08-01 16:00:00,952.966084568106,Week 28 a 31
2024-08-01 17:00:00,954.1065742467684,Week 28 a 31
2024-08-01 18:00:00,956.969093854742,Week 28 a 31
2024-08-01 19:00:00,957.0818744270364,Week 28 a 31
2024-08-01 20:00:00,957.947767774918,Week 28 a 31
2024-08-01 21:00:00,958.790035236354,Week 28 a 31
2024-08-01 22:00:00,959.4035942940424,Week 28 a 31
2024-08-01 23:00:00,959.0466103950894,Week 28 a 31
2024-08-02 00:00:00,962.0380101226096,Week 28 a 31
2024-08-02 01:00:00,963.3799147911666,Week 28 a 31
2024-08-02 02:00:00,965.0206262584436,Week 28 a 31
2024-08-02 03:00:00,967.0219387048096,Week 28 a 31
2024-08-02 04:00:00,970.996891532978,Week 28 a 31
2024-08-02 05:00:00,971.21803774625,Week 28 a 31
2024-08-02 06:00:00,973.3899614573988,Week 28 a 31
2024-08-02 07:00:00,975.557295738012,Week 28 a 31
2024-08-02 08:00:00,977.7231093944284,Week 28 a 31
2024-08-02 09:00:00,979.8723051833274,Week 28 a 31
2024-08-02 10:00:00,982.216304468268,Week 28 a 31
2024-08-02 11:00:00,985.027215393119,Week 28 a 31
2024-08-02 12:00:00,986.677958950734,Week 28 a 31
2024-08-02 13:00:00,988.2530772772856,Week 28 a 31
2024-08-02 14:00:00,989.6580146720356,Week 28 a 31
2024-08-02 15:00:00,992.2093477583334,Week 28 a 31
2024-08-02 16:00:00,993.8895807541728,Week 28 a 31
2024-08-02 17:00:00,995.5324059912618,Week 28 a 31
2024-08-02 18:00:00,998.6149792985024,Week 28 a 31
2024-08-02 19:00:00,1001.6455249866916,Week 28 a 31
2024-08-02 20:00:00,1001.2598337095716,Week 28 a 31
2024-08-02 21:00:00,1003.3441808404464,Week 28 a 31
2024-08-02 22:00:00,1005.3403183930832,Week 28 a 31
2024-08-02 23:00:00,1007.3310602434168,Week 28 a 31
2024-08-03 00:00:00,1009.2364104448512,Week 28 a 31
2024-08-03 01:00:00,1013.1215667011428,Week 28 a 31
2024-08-03 02:00:00,1014.7594808764012,Week 28 a 31
2024-08-03 03:00:00,1016.2758462546904,Week 28 a 31
2024-08-03 04:00:00,1018.1267440375416,Week 28 a 31
2024-08-03 05:00:00,1019.9509708724464,Week 28 a 31
2024-08-03 06:00:00,1021.780386445238,Week 28 a 31
2024-08-03 07:00:00,1023.6133279859048,Week 28 a 31
2024-08-03 08:00:00,1025.440252208571,Week 28 a 31
2024-08-03 09:00:00,1027.265733511393,Week 28 a 31
2024-08-03 10:00:00,1030.1355938922322,Week 28 a 31
2024-08-03 11:00:00,1042.4115275608592,Week 28 a 31
2024-08-03 12:00:00,1041.9232988327678,Week 28 a 31
2024-08-03 13:00:00,1043.5070015749045,Week 28 a 31
2024-08-03 14:00:00,1044.9843457918814,Week 28 a 31
2024-08-03 15:00:00,1046.299591010829,Week 28 a 31
2024-08-03 16:00:00,1048.2089707177952,Week 28 a 31
2024-08-03 17:00:00,1049.4655763148255,Week 28 a 31
2024-08-03 18:00:00,1050.8401265711964,Week 28 a 31
2024-08-03 19:00:00,1052.635132522384,Week 28 a 31
2024-08-03 20:00:00,1054.4473737411042,Week 28 a 31
2024-08-03 21:00:00,1055.9795896749606,Week 28 a 31
2024-08-03 22:00:00,1056.8966173502922,Week 28 a 31
2024-08-03 23:00:00,1057.8358388466672,Week 28 a 31
2024-08-04 00:00:00,1058.5547308214964,Week 32 a 36
2024-08-04 01:00:00,1058.8693719625207,Week 32 a 36
2024-08-04 02:00:00,1059.5664153055077,Week 32 a 36
2024-08-04 03:00:00,1060.2987922267089,Week 32 a 36
2024-08-04 04:00:00,1061.055039870019,Week 32 a 36
2024-08-04 05:00:00,1062.627643603125,Week 32 a 36
2024-08-04 06:00:00,1064.5213699864048,Week 32 a 36
2024-08-04 07:00:00,1066.4082201733988,Week 32 a 36
2024-08-04 08:00:00,1068.3243342370952,Week 32 a 36
2024-08-04 09:00:00,1070.2430638110416,Week 32 a 36
2024-08-04 10:00:00,1071.0087765996668,Week 32 a 36
2024-08-04 11:00:00,1064.7888424503217,Week 32 a 36
2024-08-04 12:00:00,1067.8774553651726,Week 32 a 36
2024-08-04 13:00:00,1068.877158507693,Week 32 a 36
2024-08-04 14:00:00,1070.8765639091132,Week 32 a 36
2024-08-04 15:00:00,1072.3062504052166,Week 32 a 36
2024-08-04 16:00:00,1073.4678015933582,Week 32 a 36
2024-08-04 17:00:00,1074.7510238908528,Week 32 a 36
2024-08-04 18:00:00,1076.0600150188732,Week 32 a 36
2024-08-04 19:00:00,1077.812126388891,Week 32 a 36
2024-08-04 20:00:00,1079.3060523349632,Week 32 a 36
2024-08-04 21:00:00,1081.1063412893243,Week 32 a 36
2024-08-04 22:00:00,1082.4336683013191,Week 32 a 36
2024-08-04 23:00:00,1084.1001572158773,Week 32 a 36
2024-08-05 00:00:00,1085.669223296126,Week 32 a 36
2024-08-05 01:00:00,1084.621265626947,Week 32 a 36
2024-08-05 02:00:00,1085.5494275701542,Week 32 a 36
2024-08-05 03:00:00,1086.9643962993828,Week 32 a 36
2024-08-05 04:00:00,1088.7010054569207,Week 32 a 36
2024-08-05 05:00:00,1090.4433568075065,Week 32 a 36
2024-08-05 06:00:00,1092.0160569482273,Week 32 a 36
2024-08-05 07:00:00,1093.2599924975088,Week 32 a 36
2024-08-05 08:00:00,1095.016997181988,Week 32 a 36
2024-08-05 09:00:00,1096.8548139831428,Week 32 a 36
2024-08-05 10:00:00,1099.157671172018,Week 32 a 36
2024-08-05 11:00:00,1104.897838012462,Week 32 a 36
2024-08-05 12:00:00,1106.4768519475638,Week 32 a 36
2024-08-05 13:00:00,1108.4045592305058,Week 32 a 36
2024-08-05 14:00:00,1110.0751851181428,Week 32 a 36
2024-08-05 15:00:00,1112.1927727920654,Week 32 a 36
2024-08-05 16:00:00,1114.5006660163333,Week 32 a 36
2024-08-05 17:00:00,1116.811576437393,Week 32 a 36
2024-08-05 18:00:00,1119.3556543039413,Week 32 a 36
2024-08-05 19:00:00,1118.6332300135043,Week 32 a 36
2024-08-05 20:00:00,1122.4915070044256,Week 32 a 36
2024-08-05 21:00:00,1124.1962558806058,Week 32 a 36
2024-08-05 22:00:00,1125.7970196615572,Week 32 a 36
2024-08-05 23:00:00,1127.2697451926429,Week 32 a 36
2024-08-06 00:00:00,1128.7391623738852,Week 32 a 36
2024-08-06 01:00:00,1133.2530132586523,Week 32 a 36
2024-08-06 02:00:00,1134.8468483299644,Week 32 a 36
2024-08-06 03:00:00,1136.612766374281,Week 32 a 36
2024-08-06 04:00:00,1138.4363181893928,Week 32 a 36
2024-08-06 05:00:00,1140.253729972256,Week 32 a 36
2024-08-06 06:00:00,1142.0552101885296,Week 32 a 36
2024-08-06 07:00:00,1143.837633394006,Week 32 a 36
2024-08-06 08:00:00,1145.6102727753096,Week 32 a 36
2024-08-06 09:00:00,1147.6022690028392,Week 32 a 36
2024-08-06 10:00:00,1148.9005727460833,Week 32 a 36
2024-08-06 11:00:00,1147.9091733491607,Week 32 a 36
2024-08-06 12:00:00,1148.262653807143,Week 32 a 36
2024-08-06 13:00:00,1148.262653807143,Week 32 a 36
2024-08-06 14:00:00,1152.9129234048453,Week 32 a 36
2024-08-06 15:00:00,1154.8049941199286,Week 32 a 36
2024-08-06 16:00:00,1156.878488248512,Week 32 a 36
2024-08-06 17:00:00,1159.0724677125952,Week 32 a 36
2024-08-06 18:00:00,1162.142302329249,Week 32 a 36
2024-08-06 19:00:00,1163.938728408637,Week 32 a 36
2024-08-06 20:00:00,1164.9239195810403,Week 32 a 36
2024-08-06 21:00:00,1166.3725338697463,Week 32 a 36
2024-08-06 22:00:00,1168.018525079334,Week 32 a 36
2024-08-06 23:00:00,1169.5772841658777,Week 32 a 36
2024-08-07 00:00:00,1171.2785881117857,Week 32 a 36
2024-08-07 01:00:00,1172.7138469191875,Week 32 a 36
2024-08-07 02:00:00,1174.1813675101405,Week 32 a 36
2024-08-07 03:00:00,1175.8185490764763,Week 32 a 36
2024-08-07 04:00:00,1177.6512094288096,Week 32 a 36
2024-08-07 05:00:00,1179.4910222546132,Week 32 a 36
2024-08-07 06:00:00,1181.2706978018632,Week 32 a 36
2024-08-07 07:00:00,1183.077039415631,Week 32 a 36
2024-08-07 08:00:00,1184.6046244015597,Week 32 a 36
2024-08-07 09:00:00,1184.978761094262,Week 32 a 36
2024-08-07 10:00:00,1185.8535187677085,Week 32 a 36
2024-08-07 11:00:00,1196.478323956862,Week 32 a 36
2024-08-07 12:00:00,1191.52852930225,Week 32 a 36
2024-08-07 13:00:00,1191.4976315958809,Week 32 a 36
2024-08-07 14:00:00,1191.469530688869,Week 32 a 36
2024-08-07 15:00:00,1191.444986472506,Week 32 a 36
2024-08-07 16:00:00,1191.4309749709762,Week 32 a 36
2024-08-07 17:00:00,1191.4197214423689,Week 32 a 36
2024-08-07 18:00:00,1189.5765828612052,Week 32 a 36
2024-08-07 19:00:00,1194.613157122113,Week 32 a 36
2024-08-07 20:00:00,1196.4916752562572,Week 32 a 36
2024-08-07 21:00:00,1198.3372288468083,Week 32 a 36
2024-08-07 22:00:00,1199.8311937907697,Week 32 a 36
2024-08-07 23:00:00,1202.2155545323549,Week 32 a 36
2024-08-08 00:00:00,1205.0651605538378,Week 32 a 36
2024-08-08 01:00:00,1201.1836121093295,Week 32 a 36
2024-08-08 02:00:00,1202.0765020826,Week 32 a 36
2024-08-08 03:00:00,1204.0630135487977,Week 32 a 36
